timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1663415373161,94,Instructions - GET-0,301,Moved Permanently,Load tests 3-2,text,true,,409,174,5,5,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,94,0,0
1663415373255,58,Instructions - GET-1,200,OK,Load tests 3-2,text,true,,1236,174,5,5,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,58,0,0
1663415373314,888,Sign in - POST,200,OK,Load tests 3-2,text,true,,839,289,5,5,https://qauto2.forstudy.space/api/auth/signin,888,0,110
1663415374713,151,Add car - GET,200,OK,Load tests 3-3,text,true,,895,306,5,5,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,92,0,0
1663415374713,92,Add car - GET-0,301,Moved Permanently,Load tests 3-3,text,true,,388,153,5,5,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,92,0,0
1663415374805,59,Add car - GET-1,200,OK,Load tests 3-3,text,true,,507,153,5,5,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,59,0,0
1663415375823,196,Cars brands - GET,200,OK,Load tests 3-4,text,true,,952,280,5,5,https://qauto2.forstudy.space/api/cars/brands,143,0,89
1663415375823,143,Cars brands - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,375,140,5,5,http://qauto2.forstudy.space/api/cars/brands,143,0,89
1663415375966,53,Cars brands - GET-1,200,OK,Load tests 3-4,text,true,,577,140,5,5,https://qauto2.forstudy.space/api/cars/brands,53,0,0
1663415376266,158,Instructions - GET,200,OK,Load tests 3-5,text,true,,1645,348,5,5,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,100,0,0
1663415376266,100,Instructions - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,409,174,5,5,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,100,0,0
1663415376366,58,Instructions - GET-1,200,OK,Load tests 3-5,text,true,,1236,174,5,5,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,58,0,0
1663415376426,751,Sign in - POST,200,OK,Load tests 3-5,text,true,,839,289,5,5,https://qauto2.forstudy.space/api/auth/signin,751,0,108
1663415378166,145,Add car - GET,200,OK,Load tests 3-1,text,true,,895,306,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,89,0,0
1663415378166,89,Add car - GET-0,301,Moved Permanently,Load tests 3-1,text,true,,388,153,4,4,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,89,0,0
1663415378255,56,Add car - GET-1,200,OK,Load tests 3-1,text,true,,507,153,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,56,0,0
1663415379205,208,Cars brands - GET,200,OK,Load tests 3-2,text,true,,952,280,4,4,https://qauto2.forstudy.space/api/cars/brands,157,0,100
1663415379205,157,Cars brands - GET-0,301,Moved Permanently,Load tests 3-2,text,true,,375,140,4,4,http://qauto2.forstudy.space/api/cars/brands,157,0,100
1663415379362,51,Cars brands - GET-1,200,OK,Load tests 3-2,text,true,,577,140,4,4,https://qauto2.forstudy.space/api/cars/brands,51,0,0
1663415379870,189,Instructions - GET,200,OK,Load tests 3-3,text,true,,1645,348,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,135,0,0
1663415379870,135,Instructions - GET-0,301,Moved Permanently,Load tests 3-3,text,true,,409,174,4,4,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,135,0,0
1663415380005,54,Instructions - GET-1,200,OK,Load tests 3-3,text,true,,1236,174,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,54,0,0
1663415380061,698,Sign in - POST,200,OK,Load tests 3-3,text,true,,845,289,4,4,https://qauto2.forstudy.space/api/auth/signin,698,0,108
1663415381026,194,Add car - GET,200,OK,Load tests 3-4,text,true,,895,306,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,130,0,0
1663415381026,131,Add car - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,388,153,3,3,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,130,0,0
1663415381157,63,Add car - GET-1,200,OK,Load tests 3-4,text,true,,507,153,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,63,0,0
1663415383313,146,Instructions - GET,200,OK,Load tests 3-1,text,true,,1645,348,2,2,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,93,0,0
1663415383313,93,Instructions - GET-0,301,Moved Permanently,Load tests 3-1,text,true,,409,174,2,2,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,93,0,0
1663415383406,53,Instructions - GET-1,200,OK,Load tests 3-1,text,true,,1236,174,2,2,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,53,0,0
1663415383461,657,Sign in - POST,200,OK,Load tests 3-1,text,true,,837,289,2,2,https://qauto2.forstudy.space/api/auth/signin,657,0,103
1663415384419,363,Add car - GET,200,OK,Load tests 3-2,text,true,,895,306,1,1,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,187,0,0
1663415384419,187,Add car - GET-0,301,Moved Permanently,Load tests 3-2,text,true,,388,153,1,1,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,187,0,0
1663415384606,176,Add car - GET-1,200,OK,Load tests 3-2,text,true,,507,153,1,1,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,176,0,0
